drug_id	gene_id	variant_id	association	cancer_id	cancer_type	subtype	reference
CHEMBL1201577	COSG86962	COSV55498739	resistance	27	Generic	NA	PUBMED:24553385
CHEMBL1201577	COSG95814	COSV54736624	resistance	27	Generic	NA	PUBMED:24553385
CHEMBL1201827	COSG86962	COSV55498802	resistance	27	Generic	NA	PUBMED:24553385
CHEMBL1738797	COSG59677	COSV104692577	resistance	27	Generic	NA	PUBMED:31374369
CHEMBL302239	COSG109595	COSV58414749	resistance	27	Generic	NA	PUBMED:32694622
CHEMBL302239	COSG109595	COSV105205733	resistance	27	Generic	NA	PUBMED:31648313
CHEMBL302239	COSG109595	COSV105205712	resistance	27	Generic	NA	PUBMED:31648313
CHEMBL3353410	COSG73399	COSV105110405	resistance	27	Generic	NA	PUBMED:29506987
CHEMBL3353410	COSG73399	COSV51860329	resistance	27	Generic	NA	PUBMED:29506987
CHEMBL3353410	COSG73399	COSV105110312	resistance	27	Generic	NA	PUBMED:29506987
CHEMBL3353410	COSG73399	COSV105111127	resistance	27	Generic	NA	PUBMED:29506987
CHEMBL3353410	COSG73399	COSV51769339	resistance	27	Generic	NA	PUBMED:29506987
CHEMBL1229517	COSG95814	COSV54736310	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL1229517	COSG95814	COSV54736340	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL1229517	COSG95814	COSV54736550	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL1229517	COSG59287	COSV61070413	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL1229517	COSG95525	COSV55873220	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL2028663	COSG86962	COSV55497469	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL1229517	COSG93969	COSV64297133	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL1229517	COSG59287	COSV61068761	resistance	27	Generic	NA	PUBMED:24265155
CHEMBL302239	COSG109595	COSV104660860	resistance	27	Generic	NA	PUBMED:32391957
CHEMBL189963	COSG114519	COSV58329537	resistance	27	Generic	NA	PUBMED:30914635
CHEMBL189963	COSG61759	COSV60639738	resistance	27	Generic	NA	PUBMED:30914635
CHEMBL189963	COSG61759	COSV60650052	resistance	27	Generic	NA	PUBMED:30914635
CHEMBL3989958	COSG108257	COSV106488815	resistance	27	Generic	NA	PUBMED:36056177
CHEMBL3989908	COSG106830	COSV108039652	resistance	27	Generic	NA	PUBMED:29950729
CHEMBL3989908	COSG106830	COSV108039610	resistance	27	Generic	NA	PUBMED:29950729
CHEMBL302239	COSG109595	COSV99056942	resistance	27	Generic	NA	PUBMED:28157215
CHEMBL302239	COSG109595	COSV58415528	resistance	27	Generic	NA	PUBMED:28157215
CHEMBL941	COSG106650	COSV59344652	resistance	27	Generic	NA	PUBMED:14745431
CHEMBL941	COSG106650	COSV59323752	resistance	27	Generic	NA	PUBMED:14745431
CHEMBL941	COSG106650	COSV59325186	resistance	27	Generic	NA	PUBMED:12623848
CHEMBL941	COSG106650	COSV59343940	resistance	27	Generic	NA	PUBMED:12623848
CHEMBL941	COSG106650	COSV59343946	resistance	27	Generic	NA	PUBMED:12623848
CHEMBL941	COSG106650	COSV59339711	resistance	27	Generic	NA	PUBMED:12623848
CHEMBL941	COSG63709	COSV55392817	resistance	27	Generic	NA	PUBMED:15685537
CHEMBL941	COSG63709	COSV55387253	resistance	27	Generic	NA	PUBMED:15685537
CHEMBL941	COSG63709	COSV55408930	resistance	27	Generic	NA	PUBMED:15685537
CHEMBL941	COSG63709	COSV55386862	resistance	27	Generic	NA	PUBMED:20032375
CHEMBL1201585	COSG89395	COSV54063955	resistance	27	Generic	NA	PUBMED:31867841
CHEMBL3137343	COSG63689	COSV61089823	resistance	27	Generic	NA	PUBMED:27433843
CHEMBL3137343	COSG58883	COSV67689878	resistance	27	Generic	NA	PUBMED:27433843
CHEMBL1738797	COSG59677	COSV66587894	resistance	27	Generic	NA	PUBMED:25228534
CHEMBL535	COSG63709	COSV55387147	resistance	27	Generic	NA	PUBMED:21394667
CHEMBL535	COSG63709	COSV55389584	resistance	27	Generic	NA	PUBMED:21394667
CHEMBL3989958	COSG106830	COSV107355199	resistance	27	Generic	NA	PUBMED:30355724
CHEMBL3989958	COSG106830	COSV57468751	resistance	27	Generic	NA	PUBMED:30355724
CHEMBL2028663	COSG59865	COSV53562779	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL2028663	COSG59287	COSV61068297	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG59287	COSV61068422	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG59287	COSV61068483	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG59287	COSV61068773	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG59865	COSV53567161	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG59865	COSV53565416	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG95814	COSV54736320	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL1229517	COSG95814	COSV54737123	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL2028663	COSG59865	COSV53566961	resistance	27	Generic	NA	PUBMED:24265153
CHEMBL302239	COSG109595	COSV58415570	resistance	27	Generic	NA	PUBMED:23377281
CHEMBL302239	COSG109595	COSV58419381	resistance	27	Generic	NA	PUBMED:23377281
CHEMBL302239	COSG109595	COSV58418060	resistance	27	Generic	NA	PUBMED:23377281
CHEMBL302239	COSG109595	COSV58417579	resistance	27	Generic	NA	PUBMED:23377281
CHEMBL302239	COSG109595	COSV104660862	resistance	27	Generic	NA	PUBMED:31697823
CHEMBL302239	COSG109595	COSV104660840	resistance	27	Generic	NA	PUBMED:31697823
CHEMBL302239	COSG109595	COSV58416431	resistance	27	Generic	NA	PUBMED:31697823
CHEMBL302239	COSG109595	COSV99056941	resistance	27	Generic	NA	PUBMED:31697823
CHEMBL1229517	COSG86962	COSV55497369	resistance	27	Generic	NA	PUBMED:25673644
CHEMBL1229517	COSG86962	COSV55497388	resistance	27	Generic	NA	PUBMED:25673644
CHEMBL1201577	COSG106784	COSV99819063	resistance	27	Generic	NA	PUBMED:29588308
CHEMBL3301610	COSG84244	DUMMY_COSG84244	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG84244	DUMMY_COSG84244	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG89395	DUMMY_COSG89395	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG89395	DUMMY_COSG89395	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG96889	DUMMY_COSG96889	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG96889	DUMMY_COSG96889	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG61326	DUMMY_COSG61326	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG61326	DUMMY_COSG61326	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG114253	DUMMY_COSG114253	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG114253	DUMMY_COSG114253	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG95814	DUMMY_COSG95814	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG95814	DUMMY_COSG95814	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG94137	DUMMY_COSG94137	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG94137	DUMMY_COSG94137	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG99109	DUMMY_COSG99109	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG99109	DUMMY_COSG99109	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG115384	DUMMY_COSG115384	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG115384	DUMMY_COSG115384	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG73334	DUMMY_COSG73334	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG73334	DUMMY_COSG73334	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG100191	DUMMY_COSG100191	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG100191	DUMMY_COSG100191	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG86962	DUMMY_COSG86962	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG86962	DUMMY_COSG86962	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG95525	DUMMY_COSG95525	specific	4	Breast Cancer	Advanced Breast Cancer	Anticancer Fund
CHEMBL3301610	COSG95525	DUMMY_COSG95525	specific	4	Breast Cancer	Metastatic Breast Cancer	Anticancer Fund
CHEMBL254328	COSG86691	DUMMY_COSG86691	generic	18	Prostate Cancer	Metastatic Castration Resistant Prostate Cancer	Anticancer Fund
CHEMBL254328	COSG115384	DUMMY_COSG115384	generic	18	Prostate Cancer	Metastatic Castration Resistant Prostate Cancer	Anticancer Fund
CHEMBL254328	COSG93969	DUMMY_COSG93969	generic	18	Prostate Cancer	Metastatic Castration Resistant Prostate Cancer	Anticancer Fund
CHEMBL254328	COSG108961	DUMMY_COSG108961	generic	18	Prostate Cancer	Metastatic Castration Resistant Prostate Cancer	Anticancer Fund
CHEMBL3707348	COSG98494	DUMMY_COSG98494	specific	26	Other	Chronic Lymphocytic Leukaemia (CLL)	Anticancer Fund
CHEMBL3707348	COSG98494	DUMMY_COSG98494	specific	11	Lymphoma	Mantle Cell Lymphoma (MCL)	Anticancer Fund
CHEMBL3707348	COSG98494	DUMMY_COSG98494	specific	11	Lymphoma	Small Lymphocytic Lymphoma	Anticancer Fund
CHEMBL3707348	COSG86121	DUMMY_COSG86121	specific	26	Other	Chronic Lymphocytic Leukaemia (CLL)	Anticancer Fund
CHEMBL3707348	COSG86121	DUMMY_COSG86121	specific	11	Lymphoma	Mantle Cell Lymphoma (MCL)	Anticancer Fund
CHEMBL3707348	COSG86121	DUMMY_COSG86121	specific	11	Lymphoma	Small Lymphocytic Lymphoma	Anticancer Fund
CHEMBL3707348	COSG115384	DUMMY_COSG115384	specific	26	Other	Chronic Lymphocytic Leukaemia (CLL)	Anticancer Fund
CHEMBL3707348	COSG115384	DUMMY_COSG115384	specific	11	Lymphoma	Mantle Cell Lymphoma (MCL)	Anticancer Fund
CHEMBL3707348	COSG115384	DUMMY_COSG115384	specific	11	Lymphoma	Small Lymphocytic Lymphoma	Anticancer Fund
CHEMBL3707348	COSG96537	DUMMY_COSG96537	specific	26	Other	Chronic Lymphocytic Leukaemia (CLL)	Anticancer Fund
CHEMBL3707348	COSG96537	DUMMY_COSG96537	specific	11	Lymphoma	Mantle Cell Lymphoma (MCL)	Anticancer Fund
CHEMBL3707348	COSG96537	DUMMY_COSG96537	specific	11	Lymphoma	Small Lymphocytic Lymphoma	Anticancer Fund
CHEMBL3707348	COSG72827	DUMMY_COSG72827	specific	26	Other	Chronic Lymphocytic Leukaemia (CLL)	Anticancer Fund
CHEMBL3707348	COSG72827	DUMMY_COSG72827	specific	11	Lymphoma	Mantle Cell Lymphoma (MCL)	Anticancer Fund
CHEMBL3707348	COSG72827	DUMMY_COSG72827	specific	11	Lymphoma	Small Lymphocytic Lymphoma	Anticancer Fund
CHEMBL4594350	COSG86962	DUMMY_COSG86962	specific	20	Small Cell Lung Cancer	Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer	Anticancer Fund
CHEMBL1173655	COSG74798	DUMMY_COSG74798	specific	20	Small Cell Lung Cancer	Metastatic Non-Small Cell Lung Cancer	Anticancer Fund
CHEMBL1173655	COSG74798	DUMMY_COSG74798	specific	20	Small Cell Lung Cancer	Refractory, metastatic squamous cell Non-small cell lung cancer	Anticancer Fund
CHEMBL1173655	COSG99109	DUMMY_COSG99109	specific	20	Small Cell Lung Cancer	Metastatic Non-Small Cell Lung Cancer	Anticancer Fund
CHEMBL1173655	COSG99109	DUMMY_COSG99109	specific	20	Small Cell Lung Cancer	Refractory, metastatic squamous cell Non-small cell lung cancer	Anticancer Fund
